community_area_name,community_area,year,gang_dominant,n_gangs_present,pct_area_gang_control,n_dv_crimes,n_homicides,n_arrests
GAGE PARK,63,2018,LATIN KINGS,5.0,0.4906155778633433,468,3,81
GAGE PARK,63,2019,LATIN KINGS,5.0,0.4906155778633434,459,6,102
GAGE PARK,63,2020,LATIN KINGS,4.0,0.4885789289482201,414,11,73
GAGE PARK,63,2021,LATIN KINGS,4.0,0.48857892894821936,438,8,65
GAGE PARK,63,2022,LATIN KINGS,4.0,0.48857892894821936,410,2,49
GAGE PARK,63,2023,LATIN KINGS,4.0,0.4881860874371152,474,7,83
GAGE PARK,63,2024,LATIN KINGS,4.0,0.48857892894821986,509,9,84
CLEARING,64,2008,TWO-SIX,1.0,0.02745031248830625,336,2,0
CLEARING,64,2009,TWO-SIX,1.0,0.02745031248830625,304,1,0
CLEARING,64,2010,TWO-SIX,1.0,0.18679544285840577,286,0,0
CLEARING,64,2011,,,,282,0,0
CLEARING,64,2012,TWO SIX,1.0,0.27411209748972704,307,0,0
CLEARING,64,2013,,,,218,1,0
CLEARING,64,2014,TWO SIX,1.0,0.16828748510700625,202,2,42
CLEARING,64,2015,TWO SIX,1.0,0.16828748510700625,30,0,1
CLEARING,64,2016,TWO SIX,1.0,0.16828748754902637,216,1,31
CLEARING,64,2017,TWO SIX,1.0,0.16828748754902637,201,1,30
CLEARING,64,2018,TWO SIX,1.0,0.16828748754902637,222,1,27
CLEARING,64,2019,TWO SIX,1.0,0.16828748754902637,236,1,45
CLEARING,64,2020,TWO SIX,1.0,0.16828748754902637,222,2,25
CLEARING,64,2021,TWO SIX,1.0,0.16828748754902637,261,0,23
CLEARING,64,2022,TWO SIX,1.0,0.16828748754902637,230,1,20
CLEARING,64,2023,TWO SIX,1.0,0.16828742922837417,266,1,36
CLEARING,64,2024,TWO SIX,1.0,0.16828748754902637,251,0,33
WEST LAWN,65,2008,TWO-SIX,2.0,0.25097968357937606,440,2,0
WEST LAWN,65,2009,TWO-SIX,2.0,0.25097968357937606,397,1,0
WEST LAWN,65,2010,TWO-SIX,3.0,0.80418940903129,361,5,0
WEST LAWN,65,2011,,,,356,0,0
WEST LAWN,65,2012,TWO SIX,2.0,0.2782849904595684,375,1,0
WEST LAWN,65,2013,,,,308,2,0
WEST LAWN,65,2014,TWO SIX,2.0,0.17292767027549755,275,1,55
WEST LAWN,65,2015,TWO SIX,2.0,0.17292767027549755,46,0,0
WEST LAWN,65,2016,TWO SIX,2.0,0.17292765100595,358,5,54
WEST LAWN,65,2017,TWO SIX,2.0,0.17292765100595,317,1,53
WEST LAWN,65,2018,TWO SIX,2.0,0.17292765100595,363,0,66
WEST LAWN,65,2019,TWO SIX,2.0,0.17292765100595,343,1,58
WEST LAWN,65,2020,TWO SIX,2.0,0.17292765100595,248,1,30
WEST LAWN,65,2021,TWO SIX,2.0,0.17292765100595,301,2,34
WEST LAWN,65,2022,TWO SIX,2.0,0.17292765100595,289,3,37
WEST LAWN,65,2023,TWO SIX,3.0,0.17279108374544608,298,2,49
WEST LAWN,65,2024,TWO SIX,2.0,0.17292765100595,335,0,51
CHICAGO LAWN,66,2008,GANGSTER DISCIPLES,6.0,0.5140660022075934,2210,17,0
CHICAGO LAWN,66,2009,GANGSTER DISCIPLES,6.0,0.5140660022075934,1987,16,0
CHICAGO LAWN,66,2010,GANGSTER DISCIPLES,5.0,0.370853430908574,1974,16,0
CHICAGO LAWN,66,2011,,,,1851,19,0
CHICAGO LAWN,66,2012,GANGSTER DISCIPLES,6.0,0.4520786490160363,1615,23,0
CHICAGO LAWN,66,2013,,,,1518,9,0
CHICAGO LAWN,66,2014,GANGSTER DISCIPLES,4.0,0.5154994979829187,1320,20,256
CHICAGO LAWN,66,2015,GANGSTER DISCIPLES,4.0,0.5183245291042162,231,11,10
CHICAGO LAWN,66,2016,GANGSTER DISCIPLES,4.0,0.5183245325917435,1399,20,213
CHICAGO LAWN,66,2017,GANGSTER DISCIPLES,4.0,0.5183245325917435,1477,20,191
CHICAGO LAWN,66,2018,GANGSTER DISCIPLES,4.0,0.5183245325917434,1588,20,228
CHICAGO LAWN,66,2019,GANGSTER DISCIPLES,4.0,0.5183245325917435,1501,16,271
CHICAGO LAWN,66,2020,GANGSTER DISCIPLES,4.0,0.5183245325917435,1346,22,160
CHICAGO LAWN,66,2021,GANGSTER DISCIPLES,4.0,0.5183245325917435,1341,25,143
CHICAGO LAWN,66,2022,GANGSTER DISCIPLES,4.0,0.5352492622658054,1204,18,137
CHICAGO LAWN,66,2023,GANGSTER DISCIPLES,5.0,0.5346001429769758,1210,18,160
CHICAGO LAWN,66,2024,GANGSTER DISCIPLES,4.0,0.5343369059085386,1349,12,183
WEST ENGLEWOOD,67,2008,GANGSTER DISCIPLES,6.0,0.9427552056344131,2781,23,0
WEST ENGLEWOOD,67,2009,GANGSTER DISCIPLES,6.0,0.9427552056344131,2404,21,0
WEST ENGLEWOOD,67,2010,GANGSTER DISCIPLES,6.0,0.9617488100484168,2431,28,0
WEST ENGLEWOOD,67,2011,,,,2241,29,0
WEST ENGLEWOOD,67,2012,GANGSTER DISCIPLES,5.0,0.5440222433030758,2101,21,0
WEST ENGLEWOOD,67,2013,,,,2022,21,0
WEST ENGLEWOOD,67,2014,GANGSTER DISCIPLES,6.0,0.5075074949276699,1828,28,315
WEST ENGLEWOOD,67,2015,GANGSTER DISCIPLES,6.0,0.7342273288545551,256,19,14
WEST ENGLEWOOD,67,2016,GANGSTER DISCIPLES,6.0,0.7292743756471329,1741,37,281
WEST ENGLEWOOD,67,2017,GANGSTER DISCIPLES,6.0,0.7292743756471329,1862,18,267
WEST ENGLEWOOD,67,2018,GANGSTER DISCIPLES,5.0,0.7192702124596043,2036,26,312
WEST ENGLEWOOD,67,2019,GANGSTER DISCIPLES,4.0,0.6818093493084898,1970,19,338
WEST ENGLEWOOD,67,2020,GANGSTER DISCIPLES,4.0,0.6808272016218181,1647,34,199
WEST ENGLEWOOD,67,2021,GANGSTER DISCIPLES,4.0,0.6767630556800927,1579,22,133
WEST ENGLEWOOD,67,2022,GANGSTER DISCIPLES,4.0,0.6278235898676788,1347,30,104
WEST ENGLEWOOD,67,2023,GANGSTER DISCIPLES,4.0,0.6339333609210939,1237,34,161
WEST ENGLEWOOD,67,2024,GANGSTER DISCIPLES,4.0,0.6245953980122289,1263,17,165
ENGLEWOOD,68,2008,GANGSTER DISCIPLES,4.0,0.881889995548869,2847,19,0
ENGLEWOOD,68,2009,GANGSTER DISCIPLES,4.0,0.881889995548869,2339,20,0
ENGLEWOOD,68,2010,GANGSTER DISCIPLES,4.0,0.9777072358267033,2262,11,0
ENGLEWOOD,68,2011,,,,2101,28,0
ENGLEWOOD,68,2012,BLACK DISCIPLES,5.0,0.4240219734103016,1986,16,0
ENGLEWOOD,68,2013,,,,1974,26,0
ENGLEWOOD,68,2014,GANGSTER DISCIPLES,4.0,0.4771817090505855,1740,19,267
ENGLEWOOD,68,2015,GANGSTER DISCIPLES,4.0,0.5420184167454108,242,22,10
ENGLEWOOD,68,2016,GANGSTER DISCIPLES,4.0,0.5676085732720053,1654,50,263
ENGLEWOOD,68,2017,GANGSTER DISCIPLES,4.0,0.5676338241904686,1678,29,230
ENGLEWOOD,68,2018,GANGSTER DISCIPLES,4.0,0.5454180351041698,1830,33,261
ENGLEWOOD,68,2019,GANGSTER DISCIPLES,4.0,0.5454180351041698,1780,20,267
ENGLEWOOD,68,2020,GANGSTER DISCIPLES,4.0,0.5454180351041698,1581,35,167
ENGLEWOOD,68,2021,GANGSTER DISCIPLES,4.0,0.5714749110335736,1571,33,134
ENGLEWOOD,68,2022,GANGSTER DISCIPLES,4.0,0.5899788792536063,1396,18,119
ENGLEWOOD,68,2023,GANGSTER DISCIPLES,5.0,0.5973906370995057,1406,22,136
ENGLEWOOD,68,2024,GANGSTER DISCIPLES,4.0,0.5870536169054522,1415,21,168
GREATER GRAND CROSSING,69,2008,GANGSTER DISCIPLES,6.0,0.8474410391668825,2355,32,0
GREATER GRAND CROSSING,69,2009,GANGSTER DISCIPLES,6.0,0.8474410391668825,2243,16,0
GREATER GRAND CROSSING,69,2010,GANGSTER DISCIPLES,3.0,0.8624482379629907,2196,15,0
GREATER GRAND CROSSING,69,2011,,,,1976,19,0
GREATER GRAND CROSSING,69,2012,GANGSTER DISCIPLES,4.0,0.30122733791731404,1901,21,0
GREATER GRAND CROSSING,69,2013,,,,1776,14,0
GREATER GRAND CROSSING,69,2014,GANGSTER DISCIPLES,4.0,0.39758283440304465,1624,12,288
GREATER GRAND CROSSING,69,2015,GANGSTER DISCIPLES,4.0,0.3864188339061673,313,18,14
GREATER GRAND CROSSING,69,2016,GANGSTER DISCIPLES,4.0,0.4039436228116262,1837,33,286
GREATER GRAND CROSSING,69,2017,GANGSTER DISCIPLES,4.0,0.4330334397497613,1798,22,271
GREATER GRAND CROSSING,69,2018,GANGSTER DISCIPLES,4.0,0.4330334397497613,1817,16,297
GREATER GRAND CROSSING,69,2019,GANGSTER DISCIPLES,4.0,0.43002972380470356,2005,27,339
GREATER GRAND CROSSING,69,2020,GANGSTER DISCIPLES,4.0,0.43002972380470356,1695,28,241
GREATER GRAND CROSSING,69,2021,GANGSTER DISCIPLES,4.0,0.4173364884262939,1773,39,159
GREATER GRAND CROSSING,69,2022,GANGSTER DISCIPLES,4.0,0.41733648842629395,1445,22,151
GREATER GRAND CROSSING,69,2023,GANGSTER DISCIPLES,3.0,0.4226138069601574,1721,32,181
GREATER GRAND CROSSING,69,2024,GANGSTER DISCIPLES,3.0,0.3927200041600275,1708,36,197
LINCOLN PARK,7,2008,LATIN KINGS,1.0,0.012137199730493643,278,0,0
LINCOLN PARK,7,2009,LATIN KINGS,1.0,0.012137199730493643,301,2,0
LINCOLN PARK,7,2010,LATIN KINGS,1.0,0.012138272608019963,248,0,0
LINCOLN PARK,7,2011,,,,234,2,0
LINCOLN PARK,7,2012,LATIN KINGS,1.0,0.00889526149474006,193,0,0
LINCOLN PARK,7,2013,,,,223,0,0
LINCOLN PARK,7,2014,,,,207,1,24
LINCOLN PARK,7,2015,,,,32,0,1
LINCOLN PARK,7,2016,,,,188,0,28
LINCOLN PARK,7,2017,,,,205,1,21
LINCOLN PARK,7,2018,,,,181,1,26
LINCOLN PARK,7,2019,,,,226,3,17
LINCOLN PARK,7,2020,,,,157,1,15
LINCOLN PARK,7,2021,,,,145,0,13
LINCOLN PARK,7,2022,,,,170,1,18
LINCOLN PARK,7,2023,,,,178,0,16
LINCOLN PARK,7,2024,,,,168,1,25
ASHBURN,70,2008,TWO-SIX,3.0,0.19122230043596067,730,2,0
ASHBURN,70,2009,TWO-SIX,3.0,0.19122230043596067,578,5,0
ASHBURN,70,2010,TWO-SIX,5.0,0.520046854455613,523,5,0
ASHBURN,70,2011,,,,504,5,0
ASHBURN,70,2012,GANGSTER DISCIPLES,4.0,0.3456378256966654,457,7,0
ASHBURN,70,2013,,,,422,2,0
ASHBURN,70,2014,GANGSTER DISCIPLES,3.0,0.40022848087133145,417,7,61
ASHBURN,70,2015,GANGSTER DISCIPLES,3.0,0.4002284808713311,66,6,1
ASHBURN,70,2016,GANGSTER DISCIPLES,3.0,0.40022848796834853,478,10,56
ASHBURN,70,2017,GANGSTER DISCIPLES,3.0,0.40022848796834853,497,6,55
ASHBURN,70,2018,GANGSTER DISCIPLES,3.0,0.40022848796834853,563,3,66
ASHBURN,70,2019,GANGSTER DISCIPLES,3.0,0.40022848796834853,509,6,83
ASHBURN,70,2020,GANGSTER DISCIPLES,3.0,0.4002284879683484,466,2,46
ASHBURN,70,2021,GANGSTER DISCIPLES,3.0,0.4527582735005345,448,5,45
ASHBURN,70,2022,GANGSTER DISCIPLES,3.0,0.4527582735005346,466,4,53
ASHBURN,70,2023,GANGSTER DISCIPLES,2.0,0.45279995283831476,463,9,62
ASHBURN,70,2024,GANGSTER DISCIPLES,3.0,0.4527582735005346,484,6,45
AUBURN GRESHAM,71,2008,BLACK P STONE,4.0,0.9801395108506068,2741,19,0
AUBURN GRESHAM,71,2009,BLACK P STONE,4.0,0.9801395108506068,2479,16,0
AUBURN GRESHAM,71,2010,BLACK P STONE,4.0,0.9939018133531667,2348,25,0
AUBURN GRESHAM,71,2011,,,,2180,13,0
AUBURN GRESHAM,71,2012,BLACK P STONES,5.0,0.6525088576196159,2094,16,0
AUBURN GRESHAM,71,2013,,,,1992,16,0
AUBURN GRESHAM,71,2014,BLACK P STONES,5.0,0.8124941025319407,2050,14,340
AUBURN GRESHAM,71,2015,BLACK P STONES,5.0,0.8170448016780957,295,12,12
AUBURN GRESHAM,71,2016,BLACK P STONES,5.0,0.8499949517585035,2138,28,354
AUBURN GRESHAM,71,2017,BLACK P STONES,5.0,0.8539624429575341,2079,27,308
AUBURN GRESHAM,71,2018,BLACK P STONES,5.0,0.8539624429575341,2123,23,389
AUBURN GRESHAM,71,2019,BLACK P STONES,5.0,0.8539624429575341,2229,21,449
AUBURN GRESHAM,71,2020,BLACK P STONES,5.0,0.8688463205012245,1872,34,295
AUBURN GRESHAM,71,2021,BLACK P STONES,5.0,0.8688463205012246,1922,39,238
AUBURN GRESHAM,71,2022,BLACK P STONES,5.0,0.8688463205012245,1774,35,188
AUBURN GRESHAM,71,2023,BLACK P STONES,5.0,0.8612938357656694,1812,23,182
AUBURN GRESHAM,71,2024,BLACK P STONES,5.0,0.8614467475044394,1981,29,201
BEVERLY,72,2008,BLACK P STONE,3.0,0.0742337443909788,217,1,0
BEVERLY,72,2009,BLACK P STONE,3.0,0.0742337443909788,219,0,0
BEVERLY,72,2010,GANGSTER DISCIPLES,1.0,0.016381378944404668,189,0,0
BEVERLY,72,2011,,,,180,1,0
BEVERLY,72,2012,BLACK P STONES,2.0,0.02447409086229411,171,2,0
BEVERLY,72,2013,,,,162,1,0
BEVERLY,72,2014,BLACK P STONES,2.0,0.026286156924691162,115,0,13
BEVERLY,72,2015,BLACK P STONES,2.0,0.026286156924691162,17,0,1
BEVERLY,72,2016,BLACK P STONES,2.0,0.026286153532005915,146,0,11
BEVERLY,72,2017,BLACK P STONES,2.0,0.026286153532005915,128,0,14
BEVERLY,72,2018,BLACK P STONES,2.0,0.026286153532005915,139,3,18
BEVERLY,72,2019,BLACK P STONES,2.0,0.026286153532005915,137,0,20
BEVERLY,72,2020,BLACK P STONES,2.0,0.026286153532005915,152,0,12
BEVERLY,72,2021,BLACK P STONES,2.0,0.026286153532005915,146,0,8
BEVERLY,72,2022,BLACK P STONES,2.0,0.026286153532005915,134,2,7
BEVERLY,72,2023,BLACK P STONES,2.0,0.026217705641744565,169,0,19
BEVERLY,72,2024,BLACK P STONES,2.0,0.026286153532005915,156,1,20
WASHINGTON HEIGHTS,73,2008,GANGSTER DISCIPLES,4.0,0.9148874834172429,979,6,0
WASHINGTON HEIGHTS,73,2009,GANGSTER DISCIPLES,4.0,0.9148874834172429,936,8,0
WASHINGTON HEIGHTS,73,2010,GANGSTER DISCIPLES,6.0,0.806792784015927,916,5,0
WASHINGTON HEIGHTS,73,2011,,,,824,5,0
WASHINGTON HEIGHTS,73,2012,GANGSTER DISCIPLES,6.0,0.7099621511962915,772,5,0
WASHINGTON HEIGHTS,73,2013,,,,724,8,0
WASHINGTON HEIGHTS,73,2014,GANGSTER DISCIPLES,6.0,0.7340592772339494,643,6,102
WASHINGTON HEIGHTS,73,2015,GANGSTER DISCIPLES,6.0,0.7340622628998567,98,9,2
WASHINGTON HEIGHTS,73,2016,GANGSTER DISCIPLES,5.0,0.73406226459657,810,15,90
WASHINGTON HEIGHTS,73,2017,GANGSTER DISCIPLES,5.0,0.756122300733349,773,17,91
WASHINGTON HEIGHTS,73,2018,GANGSTER DISCIPLES,5.0,0.756122300733349,786,6,111
WASHINGTON HEIGHTS,73,2019,GANGSTER DISCIPLES,5.0,0.756122300733349,785,6,142
WASHINGTON HEIGHTS,73,2020,GANGSTER DISCIPLES,5.0,0.7561223007333489,688,7,86
WASHINGTON HEIGHTS,73,2021,GANGSTER DISCIPLES,5.0,0.756122300733349,686,12,59
WASHINGTON HEIGHTS,73,2022,GANGSTER DISCIPLES,5.0,0.756122300733349,631,11,47
WASHINGTON HEIGHTS,73,2023,GANGSTER DISCIPLES,5.0,0.7621299323863413,708,11,51
WASHINGTON HEIGHTS,73,2024,GANGSTER DISCIPLES,5.0,0.7619669639020172,627,8,62
MOUNT GREENWOOD,74,2008,,,,159,0,0
MOUNT GREENWOOD,74,2009,,,,161,0,0
MOUNT GREENWOOD,74,2010,,,,151,0,0
MOUNT GREENWOOD,74,2011,,,,150,0,0
MOUNT GREENWOOD,74,2012,,,,155,0,0
MOUNT GREENWOOD,74,2013,,,,122,0,0
MOUNT GREENWOOD,74,2014,,,,157,0,19
MOUNT GREENWOOD,74,2015,,,,16,0,0
MOUNT GREENWOOD,74,2016,,,,123,0,15
MOUNT GREENWOOD,74,2017,,,,136,0,11
MOUNT GREENWOOD,74,2018,,,,98,1,9
MOUNT GREENWOOD,74,2019,,,,105,0,16
MOUNT GREENWOOD,74,2020,,,,99,0,9
MOUNT GREENWOOD,74,2021,,,,96,0,11
MOUNT GREENWOOD,74,2022,,,,98,0,7
MOUNT GREENWOOD,74,2023,,,,118,0,8
MOUNT GREENWOOD,74,2024,,,,121,0,7
MORGAN PARK,75,2008,GANGSTER DISCIPLES,3.0,0.4959922142855853,719,5,0
MORGAN PARK,75,2009,GANGSTER DISCIPLES,3.0,0.49599221428558526,634,6,0
MORGAN PARK,75,2010,GANGSTER DISCIPLES,3.0,0.2991032824254483,645,9,0
MORGAN PARK,75,2011,,,,512,4,0
MORGAN PARK,75,2012,GANGSTER DISCIPLES,3.0,0.17198388572135784,486,6,0
MORGAN PARK,75,2013,,,,455,5,0
MORGAN PARK,75,2014,GANGSTER DISCIPLES,3.0,0.3408859989306124,430,5,49
MORGAN PARK,75,2015,GANGSTER DISCIPLES,3.0,0.3408859989306124,53,6,2
MORGAN PARK,75,2016,GANGSTER DISCIPLES,2.0,0.3408859801866566,474,5,55
MORGAN PARK,75,2017,GANGSTER DISCIPLES,2.0,0.32065900451279905,472,4,66
MORGAN PARK,75,2018,GANGSTER DISCIPLES,2.0,0.32065900451279905,475,3,86
MORGAN PARK,75,2019,GANGSTER DISCIPLES,2.0,0.32065900451279905,432,4,70
MORGAN PARK,75,2020,GANGSTER DISCIPLES,2.0,0.32065900451279905,393,10,39
MORGAN PARK,75,2021,GANGSTER DISCIPLES,2.0,0.32065900451279905,464,4,45
MORGAN PARK,75,2022,GANGSTER DISCIPLES,2.0,0.32065900451279905,387,9,31
MORGAN PARK,75,2023,GANGSTER DISCIPLES,3.0,0.3547279516211187,394,2,34
MORGAN PARK,75,2024,GANGSTER DISCIPLES,2.0,0.35486912670337006,485,2,56
OHARE,76,2008,GANGSTER DISCIPLES,2.0,0.0021533887520130465,147,0,0
OHARE,76,2009,GANGSTER DISCIPLES,2.0,0.0021533887520130465,151,0,0
OHARE,76,2010,,,,138,0,0
OHARE,76,2011,,,,100,0,0
OHARE,76,2012,,,,113,1,0
OHARE,76,2013,,,,104,0,0
OHARE,76,2014,,,,102,1,19
OHARE,76,2015,,,,14,1,0
OHARE,76,2016,,,,96,0,8
OHARE,76,2017,,,,96,1,19
OHARE,76,2018,,,,95,0,19
OHARE,76,2019,,,,114,0,23
OHARE,76,2020,,,,108,0,19
OHARE,76,2021,,,,141,0,16
OHARE,76,2022,,,,113,0,21
OHARE,76,2023,,,,108,0,27
OHARE,76,2024,,,,130,0,31
EDGEWATER,77,2008,CONSERVATIVE VICE LORDS,4.0,0.1837661484982142,499,4,0
EDGEWATER,77,2009,CONSERVATIVE VICE LORDS,4.0,0.18376614849821418,478,1,0
EDGEWATER,77,2010,GANGSTER DISCIPLES,3.0,0.2875635484221888,470,5,0
EDGEWATER,77,2011,,,,460,3,0
EDGEWATER,77,2012,LATIN KINGS,3.0,0.17848003176743105,446,5,0
EDGEWATER,77,2013,,,,346,2,0
EDGEWATER,77,2014,LATIN KINGS,3.0,0.18491061411207468,305,2,55
EDGEWATER,77,2015,LATIN KINGS,3.0,0.18491061411207468,57,2,6
EDGEWATER,77,2016,LATIN KINGS,3.0,0.18491059865107523,300,1,40
EDGEWATER,77,2017,LATIN KINGS,3.0,0.1849898943368348,315,2,48
EDGEWATER,77,2018,LATIN KINGS,3.0,0.18498989433683477,338,1,60
EDGEWATER,77,2019,LATIN KINGS,3.0,0.1849898943368348,295,1,45
EDGEWATER,77,2020,LATIN KINGS,3.0,0.18498989433683477,272,1,38
EDGEWATER,77,2021,LATIN KINGS,3.0,0.1849898943368348,324,1,30
EDGEWATER,77,2022,LATIN KINGS,3.0,0.18498989433683483,340,3,45
EDGEWATER,77,2023,LATIN KINGS,3.0,0.18476420863494075,391,2,67
EDGEWATER,77,2024,LATIN KINGS,3.0,0.18498989433683477,414,3,59
EDISON PARK,9,2008,,,,91,0,0
EDISON PARK,9,2009,,,,64,0,0
EDISON PARK,9,2010,,,,62,0,0
EDISON PARK,9,2011,,,,71,0,0
EDISON PARK,9,2012,,,,70,0,0
EDISON PARK,9,2013,,,,60,0,0
EDISON PARK,9,2014,,,,38,0,6
EDISON PARK,9,2015,,,,3,0,0
EDISON PARK,9,2016,,,,50,0,11
EDISON PARK,9,2017,,,,45,0,9
EDISON PARK,9,2018,,,,41,0,7
EDISON PARK,9,2019,,,,45,1,2
EDISON PARK,9,2020,,,,45,0,8
EDISON PARK,9,2021,,,,42,0,5
EDISON PARK,9,2022,,,,50,2,6
EDISON PARK,9,2023,,,,57,0,10
EDISON PARK,9,2024,,,,40,0,6
